artistName,minutesPlayed,msPlayed,tracks,month,year
Three Days Grace,3.858,231480,{'I Hate Everything About You'},2,2026
Breaking Benjamin,3.612216666666667,216733,{'I Will Not Bow'},2,2026
Linkin Park,3.56555,213933,{'Somewhere I Belong'},2,2026
Sparklehorse,3.54375,212625,{'Sad And Beautiful World'},2,2026
Finger Eleven,3.46845,208107,{'Paralyzer'},2,2026
TOOL,3.39935,203961,{'Sober'},2,2026
Primus,2.48285,148971,"{'Tommy The Cat', 'My Name Is Mud'}",2,2026
Fugazi,1.9822166666666667,118933,"{""I'm So Tired""}",2,2026
Sigur Rós,1.86175,111705,{'Varúð'},2,2026
The Jesus Lizard,0.8903333333333333,53420,{'Monkey Trick'},2,2026
Saliva,0.8548666666666667,51292,{'Click Click Boom'},2,2026
Set Fire To Flames,0.6013333333333334,36080,{'Steal Compass/Drive North/Disappear'},2,2026
Alan Walker,0.38905,23343,{'On My Way'},2,2026
mewithoutYou,0.21701666666666666,13021,{'Wolf Am I! (And Shadow)'},2,2026
Ride,0.15658333333333332,9395,{'Chrome Waves - 2001 Remaster'},2,2026
Sonic Youth,0.06961666666666666,4177,{'Incinerate'},2,2026
